YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1983,3,18,9,5,-4.883,153.581,NEW BRITAIN,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,89,
1982,12,19,17,43,-24.133,-175.864,KERMADEC ISLANDS,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.5,33,
1982,3,21,2,32,42.158,142.361,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,44,
1981,10,25,3,22,18.084,-102.084,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,28,
1981,5,25,5,25,-48.786,164.357,NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,33,
1981,2,24,20,53,38.222,22.934,ATHENS-EASTERN GULF OF CORINTH,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.7,33,3
1980,7,17,19,42,-12.525,165.916,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,33,
1980,6,29,7,20,34.808,139.181,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.2,15,
1979,11,16,15,21,-16.76,179.984,FIJI ISLANDS,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,6.9,33,
1979,4,15,6,19,42.096,19.209,MONTENEGRO,MONTENEGRO,Mediterranean Sea,Earthquake,Definite Tsunami,6.9,10,1
1979,3,14,11,7,17.813,-101.276,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,49,
1978,11,29,19,52,16.01,-96.591,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,7.8,18,
1978,6,20,20,3,40.739,23.229,"THESSALONIKI (SALONICA), GREECE",GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,6.4,3,2
1978,6,12,8,14,38.19,142.03,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,44,0.5
1978,3,24,19,47,44.244,148.862,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.6,33,0
1978,3,23,3,15,44.932,148.439,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,33,0
1978,3,23,0,31,44.209,148.971,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.8,46,-1.5
1978,1,14,3,24,34.809,139.259,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,,
1977,6,22,12,8,-22.878,-175.9,TONGA TRENCH,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.2,65,
1977,4,21,4,24,-9.965,160.731,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,8.1,33,-1.5
1977,4,2,7,15,-16.696,-172.095,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,33,-2
1976,2,4,9,1,15.324,-89.101,GUATEMALA,GUATEMALA,Caribbean Sea,Earthquake,Definite Tsunami,7.5,5,
1976,1,14,16,47,-28.427,-177.657,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8,33,
1975,12,26,15,56,-16.265,-172.467,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,33,
1975,7,20,14,37,-6.59,155.054,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,49,1
1975,1,15,9,42,-5,130,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,5.9,33,
1974,12,28,12,11,35.1,72.9,PAKISTAN,PAKISTAN,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,6.2,22,
1974,10,3,14,21,-12.27,-77.79,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.1,13,1
1974,5,8,23,33,34.6,138.7,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,2,-2.5
1973,10,5,5,47,-32.5,-71.5,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.7,14,-1
1973,6,24,2,43,43.3,146.4,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.1,50,
1973,6,17,3,55,43.2,145.8,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,48,1
1973,2,28,6,37,50.5,156.6,N. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.2,27,0.5
1973,1,30,21,1,18.48,-103,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.5,43,
1972,12,4,10,16,33.3,140.7,CHICHI JIMA,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,66,-1
1972,12,2,0,19,6.5,126.6,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.4,33,
1972,7,30,21,45,56.82,-135.685,"SE. ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Definite Tsunami,7.6,25,-2
1972,2,29,9,22,33.3,140.8,EAST OFF HACHIJO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,56,0.5
1972,1,25,2,6,22.5,122.3,E. TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.5,33,-2
1971,12,15,8,29,56,163.3,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.8,33,
1971,9,5,18,35,46.5,141.2,TATAR STRAIT,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.1,9,1
1971,7,26,1,23,-4.9,153.2,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,48,1.5
1971,7,9,3,3,-32.5,-71.2,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.8,58,0
1970,9,30,9,52,20.6,122,PHILIPPINE TRENCH,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,5.3,33,0.5
1970,5,31,20,23,-9.2,-78.8,N. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.9,43,
1970,4,7,5,34,15.78,121.71,PHILIPPINE SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.3,40,1
1970,1,10,12,7,6.8,126.7,PHILIPPINE TRENCH,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.6,73,
1969,12,25,21,32,15.8,-59.7,GRAND BOURG,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,7.2,7,
1969,11,22,23,9,57.7,163.6,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.7,51,3
1969,8,11,21,26,43.6,147.9,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.2,30,2
1969,2,28,2,40,36.017,-10.95,PORTUGAL,PORTUGAL,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,7.8,22,
1968,9,25,,,15.6,-92.6,S. MEXICO-GUATEMALA-NICARAGUA,MEXICO,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,7,138,1
1968,9,20,6,9,10.5,-62.6,CARUPANO,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,6.2,107,
1968,8,10,2,7,1.4,126.2,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.6,25,1
1968,7,25,7,23,-30.8,-178.4,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.3,60,
1968,6,12,13,41,39.4,143.1,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,44,0
1968,5,16,10,39,41.5,142.7,OFF COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,33,-0.5
1966,12,31,18,23,-11.893,166.445,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.8,83,1
1966,7,12,18,53,44.75,37,BLACK SEA,RUSSIA,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,5.5,,1
1959,8,18,6,37,44.712,-111.215,"HEGBEN LAKE, MONTANA",USA,West Coast of North and Central America,Earthquake and Landslide,Event that only caused a seiche or disturbance in an inland river,7.5,5,
1953,4,23,16,24,-4.449,152.868,"RABAUL, NEW BRITAIN",PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,7.4,35,0
1927,9,11,22,15,44.4,34.5,"CRIMEA, BLACK SEA",UKRAINE,Black Sea and Caspian Sea,Earthquake,Definite Tsunami,6.8,17,2
1912,8,9,1,29,40.5,27.2,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,7.8,60,
1886,9,1,2,51,32.9,-80,"CHARLESTON, SC",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Definite Tsunami,7.3,,
1878,4,19,9,,40.8,20.9,GULF OF IZMIT,TURKEY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.7,,3
1870,5,11,23,30,15.4,-96.3,"PUERTO ANGEL, MEXICO",MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7.9,,
1869,10,11,13,,44.75,35,BLACK SEA,UKRAINE,Black Sea and Caspian Sea,Earthquake,Very Doubtful Tsunami,5.6,18,3
1812,2,7,9,45,36.5,-89.6,"NEW MADRID, MO",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.8,,
1812,1,23,15,0,36.3,-89.6,"NEW MADRID, MO",USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.4,,
1766,5,22,5,30,40.8,29,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,6.5,,2
1811,12,16,8,15,35.6,-90.4,AR: NE -  NEW MADRID EARTHQUAKES,USA,"East Coast USA and Canada, St Pierre and Miquelon",Earthquake,Event that only caused a seiche or disturbance in an inland river,8.5,,
1994,11,4,4,12,59.5,-135.3,"SKAGWAY, AK",USA,Alaska (including Aleutian Islands),Landslide,Definite Tsunami,,,2.5
1954,6,26,,,41.7,-86.883,"MICHIGAN CITY, IN (LAKE MICHIGAN)",USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,Event that only caused a seiche or disturbance in an inland river,,,
2003,9,25,19,50,41.815,143.91,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,8.3,27,
2001,6,23,20,33,-16.265,-73.641,S. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.4,33,
1999,11,26,13,21,-16.423,168.214,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,33,
1996,2,21,12,51,-9.593,-79.587,N. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.5,10,1.9
1996,1,1,8,5,0.729,119.931,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.9,24,1.8
1995,10,9,15,35,19.055,-104.205,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8,33,2.5
1995,5,14,11,33,-8.452,125.049,TIMOR SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Definite Tsunami,6.9,13,1.5
1994,10,8,21,44,-1.258,127.98,HALMAHERA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.8,17,1.5
1991,4,22,21,56,9.685,-83.073,"LIMON, PANDORA",COSTA RICA,Caribbean Sea,Earthquake,Definite Tsunami,7.6,10,
1988,8,10,4,38,-10.258,160.896,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,36,
1988,8,6,0,36,25.149,95.127,"JAMUNA RIVER, ARICHA, BANGLADESH",BANGLADESH,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,7.2,91,
1981,9,1,9,29,-14.96,-173.085,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.7,25,-2
1975,11,29,14,47,19.451,-155.033,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake and Landslide,Definite Tsunami,7.7,2,3
1975,10,31,8,28,12.54,125.993,PHILIPPINE TRENCH,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.6,50,-1.5
1971,7,14,6,11,-5.5,153.9,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,47,1
1970,10,31,17,53,-4.907,145.471,PAPUA NEW GUINEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,7.3,8,0.5
1968,8,1,20,19,16.5,122.2,E. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,36,
1979,9,12,5,17,-1.679,136.04,IRIAN JAYA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.9,5,
1994,11,14,19,15,13.525,121.067,PHILIPPINE ISLANDS,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.1,32,2.1
1983,5,26,2,59,40.462,139.102,"NOSHIRO, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.8,24,2
1968,8,14,22,14,0.2,119.8,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.8,23,2.5
1999,8,17,0,1,40.76,29.97,"KOCAELI, TURKEY",TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,7.6,13,
1996,2,17,5,59,-0.891,136.952,IRIAN JAYA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,8.2,33,1.8
1994,6,2,18,17,-10.477,112.835,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,18,2.5
1993,7,12,13,17,42.851,139.197,SEA OF JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,17,3.1
1992,9,2,0,16,11.727,-87.386,NICARAGUA,NICARAGUA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,40,2.8
1979,12,12,7,59,1.598,-79.358,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",COLOMBIA,West Coast of South America,Earthquake,Definite Tsunami,7.7,24,2.5
1977,8,19,6,8,-11.085,118.464,SUNDA ISLANDS,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8,33,3
1969,2,23,0,36,-3.1,118.9,MAKASSAR STRAIT,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.9,13,2
1976,8,16,16,11,6.292,124.09,MORO GULF,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,8,33,2.5
1992,12,12,5,29,-8.48,121.896,FLORES SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,28,2.7
1998,7,17,8,49,-2.943,142.582,PAPUA NEW GUINEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake and Landslide,Definite Tsunami,7,25,
2004,12,26,0,58,3.316,95.854,OFF W. COAST OF SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,9.1,30,
2005,1,19,6,11,34.064,141.491,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,28,
2005,4,10,10,29,-1.644,99.607,KEPULAUAN MENTAWAI,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.7,19,
2005,3,28,16,9,2.085,97.108,INDONESIA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.6,30,
2005,6,15,2,50,41.301,-125.97,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,10,
2005,8,16,2,46,38.276,142.039,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,36,
1977,4,20,23,42,-9.89,160.348,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,19,
1975,5,26,9,11,35.997,-17.649,AZORES GIBRALTAR FRACTURE ZONE,ATLANTIC OCEAN,Northeast Atlantic Ocean,Earthquake,Definite Tsunami,7.7,33,
1978,3,22,21,34,44.14,149.029,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,6.6,33,-3
1998,3,25,3,12,-62.877,149.527,BALLENY ISLANDS,ANTARCTICA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,8.1,10,
1998,11,29,14,10,-2.071,124.891,"TALIABU ISLAND,",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,7.7,33,
1982,1,11,6,10,13.752,124.358,PHILIPPINES,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.1,46,
2005,11,14,21,38,38.107,144.896,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,11,
1994,6,3,21,6,-10.362,112.892,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.6,26,
1994,6,5,1,45,-10.341,113.369,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.1,17,
2004,11,21,11,41,15.679,-61.706,"BASSE-TERRE, LES SAINTES",GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Definite Tsunami,6.3,14,
1700,4,16,,,34.2,129.3,"TSUSHIMA, NAGASAKI PREFECTURE",JAPAN,Japan,Earthquake,Questionable Tsunami,7,,
2006,5,3,15,26,-20.187,-174.123,TONGA,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8,55,
1773,5,6,,,35.8,-5.83,TANGIERS,MOROCCO,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5
1783,2,5,12,0,38.3,15.967,TYRRHENIAN CALABRIA,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.9,13,4
1903,2,10,2,28,14,143.3,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,,,2
2006,7,17,8,19,-9.254,107.411,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.7,34,
1169,2,4,7,,37.3,15.03,EASTERN SICILY,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,7,,4
2002,12,30,13,15,38.789,15.213,STROMBOLI ISLAND,ITALY,Mediterranean Sea,Volcano and Landslide,Definite Tsunami,,,5
1978,6,21,,,42,16,"EASTERN ITALY, ADRIATIC SEA",ITALY,Mediterranean Sea,Unknown,Questionable Tsunami,,,4
2006,11,15,11,14,46.592,153.266,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.3,10,
2003,12,27,4,55,-22.107,169.35,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.1,10,
2004,11,2,10,2,49.277,-128.772,VANCOUVER ISLAND,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.6,10,
1099,2,22,,,33,135.5,NANKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,8.4,,
2006,9,28,6,22,-16.592,-172.033,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,28,
2000,4,5,4,36,34.22,25.69,CRETE,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,5.5,38,
1983,1,17,12,41,38.026,20.228,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.2,,
1979,5,15,6,59,34.53,24.437,CRETE,GREECE,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,5.6,33,1
1979,4,9,2,10,41.956,19.023,MONTENEGRO: BAR ULCINJ,MONTENEGRO,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,5.3,10,
2004,12,23,14,59,-49.312,161.345,MACQUARIE ISLAND,AUSTRALIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,10,
2004,11,28,18,32,43.006,145.119,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,39,
2004,11,11,21,26,-8.152,124.868,KEPULAUAN ALOR,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,10,
2003,8,21,12,12,-45.104,167.144,SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,7.2,28,
1989,10,29,19,9,36.788,2.448,"ALGIERS, CHERCHELL, TIPAZA",ALGERIA,Mediterranean Sea,Earthquake,Questionable Tsunami,5.9,,
1980,10,10,12,25,36.195,1.354,EL ASNAM,ALGERIA,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,7.7,10,2
1498,9,20,,,33.5,135.2,NANKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,,
2006,3,14,6,57,-3.595,127.214,SERAM ISLAND,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,6.7,30,
1605,2,3,,,33.5,138.5,ENSHUNADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.9,,
1707,10,28,4,,34.1,137.8,ENSHUNADA,JAPAN,Japan,Earthquake,Definite Tsunami,8.4,,
1965,3,9,17,57,39.4,24,AEGEAN SEA,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.3,18,
2007,1,13,4,23,46.243,154.524,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.1,10,
1980,5,18,,,46.2,-122.18,WASHINGTON,USA,West Coast of North and Central America,Volcano,Event that only caused a seiche or disturbance in an inland river,,,
2007,3,25,0,40,-20.617,169.357,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,34,
2007,3,25,0,41,37.336,136.588,HONSHU: W COAST,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,8,
1997,9,30,6,27,31.959,141.878,S. OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.2,10,
1966,12,31,22,15,-12.334,166.684,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,23,0
2006,10,15,17,7,19.878,-155.935,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake,Definite Tsunami,6.7,39,
2007,4,1,20,39,-8.46,157.044,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,8.1,10,
-227,,,,,36.3,28.3,DODECANESE ISLANDS,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,3
1714,6,30,,,40.821,14.426,CAMPANIA,ITALY,Mediterranean Sea,Volcano,Questionable Tsunami,,,3
1741,1,31,,,36.2,28.5,ISLAND OF RHODES,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,7.3,,4
1348,1,25,23,,46.6,13.8,GULF OF VENICE,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1805,7,26,20,57,41.5,14.467,CAMPANIA,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,,2
1731,3,20,,,41.51,15.5,TYRRHENIAN SEA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4
1699,1,,,,37.15,15.1,CATANIA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,4
1698,5,14,10,,40.821,14.426,BAY OF NAPLES,ITALY,Mediterranean Sea,Volcano,Questionable Tsunami,,,3
1609,4,,,,36.4,28.4,ISLAND OF RHODES,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7.2,,4
1813,5,17,,,40.817,14.433,CAMPANIA,ITALY,Mediterranean Sea,Volcano,Very Doubtful Tsunami,,,2
1562,10,20,,,40.5,15.5,REGGIO DI CALABRIA,ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,,,4
1402,6,,,,38.11,22.41,GULF OF CORINTH,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,7,,5
1265,8,11,,,40.7,27.4,MARMARA SEA,TURKEY,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,3
1321,,,,,45.4,12.3,GULF OF VENICE,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1756,10,22,15,30,37.7,22.8,GARGANO PENINSULA,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,7,,4
1594,,,,,40.8,14.4,BAY OF NAPLES,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,5
1742,1,16,,,43.5,10.2,LIVORNO,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,,,3
1818,12,9,,,44.75,10.4,GENOA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1693,1,11,13,30,37.133,15.017,ISLAND OF SICILY,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,7.4,,4
1818,2,20,18,15,37.6,15.133,EASTERN SICILY,ITALY,Mediterranean Sea,Earthquake,Definite Tsunami,6,,3
1809,7,3,,,44.8,7.2,GULF OF LA SPEZIA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1817,1,14,3,30,37.5,13,SICILY CHANNEL,ITALY,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,,,3
1694,9,8,17,45,40.8,15.6,ADRIATIC SEA,ITALY,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
1802,1,4,7,,45.3,14.4,BAKAR,CROATIA,Mediterranean Sea,Earthquake,Questionable Tsunami,,,3
